;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2971;382503;210051711485;F;3;2;0;2;1.0;0;2100303.0;Aldeias Altas;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;427.5;448.0;325.4;422.9;1;1.0;80.0;120.0;80.0;100.0;140.0;520.0;H;C;A;A;3.0;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2972;382590;210052968194;F;2;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;Timbiras;21;1;1;1;1;473.3;531.6;528.5;444.8;0;1.0;120.0;200.0;120.0;160.0;180.0;780.0;D;D;C;B;8.0;C;A;B;D;B;B;B;B;B;B;A;A;A;B;A;B;E;A;B;B
2973;382757;210053714663;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;383.5;403.1;496.4;363.1;1;1.0;140.0;120.0;120.0;120.0;120.0;620.0;E;E;D;D;4.0;D;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;E;A;B;B
2976;383122;210051875093;M;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;400.8;409.8;425.6;453.9;1;1.0;100.0;100.0;80.0;100.0;40.0;420.0;H;G;F;D;4.0;D;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2977;383132;210053167742;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;498.9;573.5;539.4;444.1;0;1.0;100.0;120.0;100.0;120.0;80.0;520.0;H;H;B;C;3.0;B;A;B;D;A;B;B;A;B;A;A;A;A;C;B;A;C;A;A;A
2978;383236;210054416533;F;3;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;2.0;1.0;1.0;Barra do Corda;21;1;1;1;1;400.4;427.8;458.7;429.5;0;1.0;80.0;120.0;120.0;120.0;100.0;540.0;B;C;A;A;4.0;A;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2979;383348;210051966511;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;445.6;436.1;490.6;532.6;1;1.0;120.0;120.0;100.0;120.0;120.0;580.0;F;E;C;F;5.0;E;A;B;C;B;B;B;B;B;A;A;A;B;B;A;A;D;A;A;B
2980;383384;210052855908;F;2;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;483.4;407.7;466.1;420.7;1;1.0;100.0;120.0;100.0;80.0;0.0;400.0;D;D;C;B;6.0;D;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2981;383437;210052736972;F;1;2;0;3;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;4.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;454.9;444.0;376.5;477.0;1;1.0;100.0;120.0;100.0;120.0;120.0;560.0;E;E;D;D;2.0;F;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2982;383457;210053031162;M;3;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;443.1;526.9;495.3;614.0;1;1.0;120.0;160.0;120.0;120.0;120.0;640.0;D;D;A;A;3.0;A;A;A;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2984;383733;210052243698;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;436.7;485.0;567.0;504.6;1;1.0;120.0;120.0;120.0;160.0;140.0;660.0;B;G;B;D;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
2986;383916;210053559353;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Amarante do MaranhÃ£o;21;1;1;1;1;509.6;454.0;480.1;510.8;1;1.0;120.0;120.0;100.0;120.0;120.0;580.0;D;E;A;A;7.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2987;384109;210054421362;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;434.9;467.0;531.0;386.4;1;1.0;100.0;200.0;120.0;120.0;180.0;720.0;C;E;C;B;5.0;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2988;384234;210053623174;M;3;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;610.1;613.0;536.0;746.0;0;1.0;120.0;200.0;160.0;160.0;200.0;840.0;H;H;D;D;5.0;G;A;D;D;B;B;B;B;B;A;A;A;B;B;B;A;E;A;B;B
2989;384342;210053980279;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;495.4;390.4;472.3;485.5;0;1.0;160.0;200.0;160.0;160.0;180.0;860.0;E;D;F;B;4.0;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2990;384381;210053977258;F;3;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;577.0;634.3;579.9;504.2;0;1.0;160.0;200.0;160.0;200.0;160.0;880.0;H;E;F;A;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2991;384429;210052096246;F;3;2;0;2;1.0;0;2111201.0;SÃ£o JosÃ© de Ribamar;MA;1.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;559.2;647.4;447.2;685.2;0;1.0;160.0;200.0;200.0;200.0;200.0;960.0;G;E;E;A;2.0;B;A;B;D;B;A;B;A;A;A;A;A;A;B;A;B;C;A;B;B
2992;384514;210052279201;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;460.2;451.0;433.2;442.2;1;1.0;120.0;120.0;120.0;140.0;140.0;640.0;E;F;C;D;5.0;C;A;B;C;B;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2993;384840;210051430070;F;1;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;413.0;433.1;477.9;485.7;1;1.0;140.0;120.0;120.0;120.0;120.0;620.0;D;D;B;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2994;384841;210054413493;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;530.6;507.8;484.1;526.6;1;1.0;120.0;120.0;160.0;180.0;180.0;760.0;E;E;B;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2995;384867;210054421769;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;412.4;498.9;459.5;387.7;0;1.0;120.0;120.0;120.0;140.0;120.0;620.0;B;C;A;A;5.0;B;A;B;D;A;C;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2996;385196;210053137861;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;483.2;586.2;544.2;601.3;0;1.0;140.0;180.0;120.0;180.0;200.0;820.0;E;E;B;C;4.0;D;A;B;C;B;A;B;A;B;B;B;A;A;B;B;A;E;B;B;B
2997;385260;210053039406;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;420.1;432.0;427.0;592.0;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;C;C;B;4.0;C;A;B;C;B;B;B;B;A;A;A;A;A;B;A;A;C;A;B;A
2998;385269;210054415088;M;3;2;0;2;1.0;0;2107803.0;Parnarama;MA;2.0;1.0;1.0;Parnarama;21;1;1;1;1;350.9;422.8;352.9;467.2;1;1.0;100.0;120.0;100.0;80.0;0.0;400.0;A;E;A;A;5.0;A;B;B;E;A;B;B;A;A;A;A;A;A;B;B;B;C;A;A;B
2999;385358;210051398937;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;371.7;391.8;405.3;374.7;0;1.0;120.0;120.0;120.0;120.0;120.0;600.0;H;H;D;B;6.0;D;A;D;D;B;B;B;A;B;A;B;A;A;C;A;A;E;A;B;B
3000;385768;210053986960;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;574.0;523.2;574.9;690.7;0;1.0;120.0;120.0;120.0;140.0;160.0;660.0;G;G;D;D;4.0;L;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
3002;386019;210052447357;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;453.4;386.3;371.7;427.7;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;D;B;B;3.0;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
3003;386037;210054419804;F;3;2;0;2;1.0;0;2102507.0;Cajari;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;431.2;526.3;539.1;384.3;1;1.0;160.0;120.0;120.0;120.0;160.0;680.0;E;D;A;A;3.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
3004;386073;210051654514;F;3;2;0;2;1.0;0;2102101.0;Brejo;MA;2.0;2.0;1.0;Brejo;21;1;1;1;1;432.8;376.3;323.0;375.9;0;1.0;80.0;120.0;100.0;140.0;20.0;460.0;C;D;A;A;5.0;B;A;B;C;A;B;B;A;B;A;A;A;A;C;B;B;D;A;A;B
3005;386296;210051030694;M;3;2;0;2;1.0;0;2109007.0;Porto Franco;MA;2.0;1.0;2.0;Porto Franco;21;1;1;1;1;354.8;459.8;350.4;403.5;0;1.0;120.0;160.0;120.0;100.0;20.0;520.0;C;D;C;B;5.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;B
3006;386361;210051712432;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;505.6;408.0;514.1;502.5;1;1.0;160.0;200.0;160.0;200.0;200.0;920.0;E;F;B;D;3.0;E;A;B;C;A;C;B;A;B;A;A;A;A;B;A;A;C;A;B;B
3007;386409;210052176038;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;370.8;436.7;445.4;587.4;1;1.0;80.0;120.0;120.0;120.0;100.0;540.0;E;F;B;C;10.0;B;A;D;E;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;A
3008;386500;210051167932;F;3;2;0;2;1.0;0;2105005.0;Humberto de Campos;MA;2.0;1.0;1.0;Humberto de Campos;21;1;1;1;1;374.1;393.0;436.6;480.5;0;1.0;100.0;120.0;100.0;100.0;100.0;520.0;E;E;B;B;6.0;C;A;C;E;A;A;B;B;A;A;A;A;A;D;A;A;D;A;A;A
3009;386600;210053131330;F;3;2;0;2;1.0;0;2108009.0;Pastos Bons;MA;2.0;1.0;1.0;SÃ£o JoÃ£o dos Patos;21;1;1;1;1;521.4;527.8;499.9;448.6;0;1.0;120.0;140.0;120.0;120.0;160.0;660.0;A;C;A;A;6.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
3010;386611;210051410763;M;3;2;0;2;1.0;0;2101251.0;Bacabeira;MA;2.0;2.0;1.0;RosÃ¡rio;21;1;1;1;1;407.0;374.3;410.1;385.5;1;1.0;80.0;120.0;100.0;80.0;0.0;380.0;B;E;D;A;5.0;C;A;B;D;D;A;B;A;B;A;B;A;A;B;A;A;D;B;B;B
3011;386894;210051488881;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;523.2;581.2;569.4;663.4;0;1.0;120.0;140.0;120.0;100.0;140.0;620.0;E;E;B;D;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
3012;387260;210052724111;F;3;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;373.0;370.5;398.7;495.8;1;1.0;120.0;160.0;120.0;160.0;160.0;720.0;D;E;A;B;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
3013;387379;210053552443;M;1;2;0;2;1.0;0;2100956.0;Arame;MA;2.0;1.0;1.0;Arame;21;1;1;1;1;509.8;590.2;545.2;668.9;1;1.0;160.0;200.0;180.0;180.0;200.0;920.0;F;F;D;D;5.0;G;A;C;D;B;C;B;B;B;B;B;A;A;B;A;A;E;A;C;B
3014;387459;210053976722;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;446.4;395.7;412.9;449.4;1;1.0;120.0;40.0;40.0;120.0;40.0;360.0;E;G;B;D;4.0;C;A;C;D;B;A;B;B;B;A;B;B;B;C;A;B;D;A;B;B
3015;387487;210051854231;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;362.3;502.5;429.9;442.7;0;1.0;120.0;120.0;120.0;140.0;140.0;640.0;B;B;A;A;4.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
3016;387605;210051584868;F;3;2;0;3;1.0;0;2105302.0;Imperatriz;MA;4.0;1.0;1.0;Imperatriz;21;1;1;1;1;654.1;624.7;626.9;794.3;0;1.0;160.0;200.0;200.0;200.0;200.0;960.0;E;G;E;E;4.0;H;D;E;E;B;A;B;B;B;A;B;A;A;E;A;A;E;A;D;B
3017;387733;210053559345;F;2;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;419.0;445.2;441.1;382.9;0;1.0;120.0;120.0;140.0;120.0;120.0;620.0;E;E;C;D;6.0;D;A;B;C;A;B;B;A;B;A;B;A;A;D;A;A;E;A;B;B
3019;387814;210051655969;M;2;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;438.7;412.6;379.7;438.5;0;1.0;120.0;120.0;100.0;100.0;20.0;460.0;D;D;B;B;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;A
3020;387830;210052374276;F;1;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;471.4;414.6;467.2;419.2;1;1.0;120.0;180.0;120.0;120.0;120.0;660.0;B;E;A;A;2.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
3021;388216;210052752265;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;379.1;460.0;458.6;558.5;0;1.0;100.0;120.0;100.0;120.0;80.0;520.0;C;E;B;B;5.0;C;A;B;B;B;A;B;B;A;A;A;A;A;B;A;A;D;A;B;A
3022;388403;210051215710;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;572.3;682.5;611.9;564.5;0;1.0;120.0;180.0;140.0;160.0;160.0;760.0;H;E;F;B;2.0;D;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;B;B
3023;388529;210052385315;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;515.9;550.1;490.6;470.4;0;1.0;120.0;140.0;140.0;140.0;120.0;660.0;E;E;D;D;3.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
3024;388740;210053253080;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;457.2;404.0;490.0;383.9;0;1.0;160.0;200.0;160.0;160.0;160.0;840.0;E;E;D;F;4.0;E;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;C;B
3025;388991;210053559896;F;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;2.0;2.0;1.0;CodÃ³;21;1;1;1;1;403.6;455.5;456.5;465.7;1;1.0;80.0;120.0;120.0;80.0;0.0;400.0;E;E;C;D;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
3026;389219;210053548738;F;3;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;458.8;529.5;518.3;536.5;1;1.0;140.0;120.0;120.0;120.0;140.0;640.0;E;F;F;B;4.0;H;A;D;D;C;A;B;B;B;B;B;A;B;D;B;B;E;A;B;B
3028;389338;210051471663;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;509.2;631.4;546.6;540.8;1;1.0;160.0;180.0;160.0;200.0;180.0;880.0;H;D;B;A;4.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
3029;389411;210051746709;F;1;2;0;2;1.0;0;2103000.0;Caxias;MA;4.0;1.0;1.0;Caxias;21;1;1;1;1;566.6;343.2;529.6;594.6;1;1.0;120.0;200.0;160.0;160.0;180.0;820.0;D;G;B;D;4.0;C;A;C;D;A;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B
3030;389448;210051567421;M;1;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;1.0;1.0;Pinheiro;21;1;1;1;1;454.8;418.4;369.4;526.5;1;1.0;120.0;120.0;80.0;120.0;160.0;600.0;D;D;C;A;3.0;C;A;B;C;A;A;B;B;A;A;A;A;A;C;A;A;D;A;A;B
3031;389492;210051740739;F;2;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;SÃ£o Gotardo;31;1;1;1;1;470.8;571.1;570.6;469.7;1;1.0;120.0;120.0;120.0;100.0;100.0;560.0;A;A;A;A;7.0;A;A;B;C;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
3032;389617;210053684225;F;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;468.3;641.7;584.2;590.8;0;1.0;160.0;200.0;180.0;200.0;200.0;940.0;E;E;D;B;3.0;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
3033;389667;210052679541;F;3;2;0;2;1.0;0;2101509.0;BarÃ£o de GrajaÃº;MA;2.0;2.0;1.0;BarÃ£o de GrajaÃº;21;1;1;1;1;462.7;422.8;412.2;524.0;0;1.0;120.0;120.0;100.0;120.0;40.0;500.0;B;B;A;A;5.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
3035;389749;210054160305;F;3;2;0;2;1.0;0;2103901.0;Duque Bacelar;MA;2.0;1.0;1.0;Coelho Neto;21;1;1;1;1;401.2;416.3;424.5;362.3;0;1.0;120.0;120.0;120.0;120.0;100.0;580.0;E;F;A;D;5.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
3037;389821;210052303599;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;535.5;601.7;529.2;615.9;0;1.0;160.0;200.0;140.0;200.0;200.0;900.0;D;E;B;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
3038;389858;210052491961;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;435.1;511.4;467.9;456.6;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;C;E;C;D;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
3040;389960;210051738475;F;1;2;0;2;1.0;0;2105104.0;Icatu;MA;2.0;1.0;1.0;Icatu;21;1;1;1;1;414.4;425.2;480.0;503.6;0;1.0;120.0;180.0;140.0;160.0;200.0;800.0;E;D;D;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
3041;390724;210052456643;F;3;2;0;2;1.0;0;2108009.0;Pastos Bons;MA;2.0;1.0;1.0;SÃ£o JoÃ£o dos Patos;21;1;1;1;1;397.2;405.1;339.0;413.9;0;1.0;80.0;120.0;80.0;80.0;0.0;360.0;A;C;A;A;6.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
3042;390763;210052882990;M;3;2;0;2;1.0;0;2112209.0;Timon;MA;1.0;1.0;1.0;Timon;21;1;1;1;1;433.6;500.5;401.6;431.8;1;1.0;100.0;100.0;100.0;120.0;80.0;500.0;D;E;C;C;3.0;C;A;B;B;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
3043;390823;210053559538;M;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Vitorino Freire;21;1;1;1;1;395.1;491.7;481.4;529.5;1;1.0;120.0;120.0;120.0;120.0;140.0;620.0;H;E;A;A;5.0;A;A;B;D;A;D;B;A;A;A;A;A;A;A;A;A;C;A;A;B
3045;390964;210054410165;F;0;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;483.8;496.2;490.3;547.0;0;1.0;100.0;160.0;100.0;100.0;80.0;540.0;D;D;D;D;3.0;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
3046;391087;210052679905;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;420.4;393.7;391.8;389.8;1;1.0;120.0;120.0;80.0;120.0;0.0;440.0;H;H;A;A;4.0;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
3047;391100;210051138533;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;573.4;663.7;602.8;650.7;0;1.0;120.0;160.0;120.0;140.0;120.0;660.0;G;G;D;E;5.0;M;D;C;E;C;A;B;A;B;A;B;A;A;C;A;B;E;B;E;B
3048;391294;210052364291;M;3;2;0;2;1.0;0;2103406.0;Coelho Neto;MA;1.0;1.0;1.0;Coelho Neto;21;1;1;1;1;556.1;634.9;535.2;642.7;0;1.0;120.0;200.0;140.0;160.0;160.0;780.0;E;G;B;D;5.0;D;A;B;D;A;C;B;B;B;A;A;A;A;B;A;A;E;A;B;B
3049;391518;210051249056;F;3;2;0;3;1.0;0;2101004.0;Arari;MA;4.0;1.0;1.0;Arari;21;1;1;1;1;546.5;392.2;522.4;574.1;0;1.0;160.0;200.0;140.0;160.0;180.0;840.0;G;F;D;B;5.0;E;A;B;D;A;A;B;A;A;A;A;A;A;B;A;B;D;A;A;B
3050;391615;210051524010;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;567.4;592.3;574.3;582.4;1;1.0;140.0;200.0;160.0;180.0;200.0;880.0;D;E;C;F;4.0;F;A;C;D;B;B;B;B;B;A;B;A;A;C;A;A;E;A;B;B
3052;391768;210053983079;F;3;2;0;2;1.0;0;2110500.0;SÃ£o Bento;MA;2.0;1.0;1.0;SÃ£o Bento;21;1;1;1;1;375.7;484.6;430.5;463.8;0;1.0;120.0;120.0;120.0;120.0;140.0;620.0;H;H;F;A;6.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
3053;391910;210053060720;F;2;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;405.1;350.3;508.6;440.6;1;1.0;80.0;160.0;80.0;120.0;120.0;560.0;B;B;B;B;4.0;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
3054;392031;210051219647;M;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;1.0;1.0;1.0;Itapema;42;1;1;1;1;415.5;420.1;386.6;470.2;1;1.0;100.0;180.0;120.0;120.0;120.0;640.0;E;B;A;A;3.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
3055;392129;210051533549;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;631.2;659.1;631.2;714.4;1;1.0;140.0;120.0;120.0;120.0;140.0;640.0;G;G;D;D;3.0;H;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;C;B
3056;392170;210051466756;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;611.8;763.1;640.0;647.4;0;1.0;160.0;200.0;180.0;200.0;200.0;940.0;E;E;C;D;3.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;B;B
3057;392174;210052722035;F;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;581.3;752.9;654.4;724.7;1;1.0;160.0;200.0;160.0;200.0;200.0;920.0;F;G;D;D;7.0;L;A;D;D;C;A;B;B;B;A;A;A;A;C;B;A;E;A;C;B
3058;392185;210054411490;F;3;2;0;2;1.0;0;2111763.0;Senador La Rocque;MA;2.0;1.0;1.0;JoÃ£o Lisboa;21;1;1;1;1;373.3;357.5;397.8;395.8;0;1.0;80.0;120.0;80.0;120.0;0.0;400.0;C;D;A;A;2.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;B;B;A;A;B
3059;392375;210051998799;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;426.5;456.2;450.3;420.4;1;1.0;100.0;120.0;100.0;100.0;100.0;520.0;E;E;A;B;4.0;C;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;B;A;B;B
